2014-11-01 08:30:02	671745057
2014-11-01 08:30:02	245301458
2014-11-01 08:30:02	957983266
2014-11-01 08:30:02	590665655
2014-11-01 08:30:02	728448335
2014-11-01 17:00:02	272069742
2014-11-02 08:30:02	50762444
2014-11-02 08:30:02	897147267
2014-11-02 17:00:02	272069742
2014-11-02 17:00:02	50762444
2014-11-03 08:30:01	496434395
2014-11-03 08:30:01	50762444
2014-11-03 09:32:28	496434395
2014-11-03 09:32:28	459764134
2014-11-04 08:30:01	496434395
2014-11-04 08:30:01	459764134
2014-11-04 08:30:01	584822154
2014-11-04 08:30:01	459764134
2014-11-04 17:00:01	584822154
2014-11-05 08:30:02	584822154
2014-11-05 08:30:02	662199516
2014-11-05 08:30:02	527890460
2014-11-05 08:30:02	538455080
2014-11-05 17:00:01	662199516
2014-11-05 17:00:01	527890460
2014-11-05 17:00:02	543113324
2014-11-06 08:30:02	662199516
2014-11-06 08:30:02	527890460
2014-11-06 17:00:02	543113324
2014-11-06 17:00:02	365900713
2014-11-06 17:00:02	637089962
2014-11-06 17:00:02	527534879
2014-11-07 08:30:02	364516283
2014-11-07 08:30:02	377906699
2014-11-07 17:00:01	358360078
2014-11-07 17:00:01	364516283
2014-11-07 17:00:01	365900713
2014-11-07 17:00:01	377906699
2014-11-07 17:00:01	637089962
2014-11-07 17:00:01	527534879
2014-11-07 17:00:02	507333231
2014-11-07 17:00:03	475219441
2014-11-08 08:30:02	364516283
2014-11-08 08:30:02	377906699
2014-11-08 08:30:02	954554942
2014-11-08 17:00:02	954554942
2014-11-08 17:00:02	475219441
2014-11-08 17:00:02	507333231
2014-11-08 17:00:02	358360078
2014-11-08 17:00:07	993134204
2014-11-09 08:30:02	954554942
2014-11-09 08:30:02	433591002
2014-11-09 08:30:02	298123912
2014-11-09 08:30:02	688362491
2014-11-09 17:00:02	993134204
2014-11-09 17:00:02	433591002
2014-11-09 17:00:02	637691693
2014-11-09 17:00:02	407439635
2014-11-09 17:00:02	542435056
2014-11-10 08:10:27	433591002
2014-11-10 17:00:01	542435056
2014-11-10 17:00:01	837059098
2014-11-10 17:00:01	407439635
2014-11-10 17:00:01	637691693
2014-11-10 17:00:01	826700626
2014-11-10 17:00:01	910064741
2014-11-10 17:00:01	557851945
2014-11-11 08:30:02	822740736
2014-11-11 08:30:02	837059098
2014-11-11 08:30:02	788282435
2014-11-12 08:30:02	141899248
2014-11-12 17:00:01	857750666
2014-11-12 17:00:01	536188261
2014-11-12 17:00:01	345895995
2014-11-12 17:00:01	239341881
2014-11-12 17:00:01	513442867
2014-11-13 08:30:02	857750666
2014-11-13 08:30:02	536188261
2014-11-13 08:30:02	345895995
2014-11-13 08:30:02	239341881
2014-11-13 08:30:02	96027107
2014-11-13 08:30:02	665081969
2014-11-13 17:00:02	536188261
2014-11-13 17:00:02	96027107
2014-11-13 17:00:02	513442867
2014-11-13 17:00:02	345895995
2014-11-13 17:00:02	100618973
2014-11-13 17:00:02	239341881
2014-11-13 17:00:02	857750666
2014-11-13 17:00:02	665081969
2014-11-13 17:00:04	699861601
2014-11-13 17:00:04	700824773
2014-11-14 08:30:01	96027107
2014-11-14 08:30:01	100618973
2014-11-14 08:30:01	665081969
2014-11-14 08:30:01	545699349
2014-11-16 08:30:03	700824773
2014-11-17 08:13:30	545699349
2014-11-17 08:13:30	699861601
2014-11-17 08:13:30	100618973
2014-11-17 08:13:31	545699349
2014-11-17 08:13:31	789482020
2014-11-17 08:13:31	789482020
2014-11-17 17:00:01	912333665
2014-11-17 17:00:01	719910696
2014-11-17 17:00:01	878403618
2014-11-17 17:00:01	304046884
2014-11-17 17:00:01	529791217
2014-11-17 17:00:01	480089393
2014-11-17 17:00:01	837475919
2014-11-17 17:00:02	670517912
2014-11-17 17:00:02	255548076
2014-11-18 08:30:01	946963217
2014-11-18 08:30:01	670517912
2014-11-18 08:30:01	480089393
2014-11-18 08:30:01	719910696
2014-11-18 08:30:01	912333665
2014-11-18 08:30:01	529791217
2014-11-18 08:30:01	304046884
2014-11-18 08:30:01	837475919
2014-11-18 08:30:01	878403618
2014-11-18 08:30:01	317220200
2014-11-18 17:00:01	837475919
2014-11-18 17:00:01	878403618
2014-11-18 17:00:01	255548076
2014-11-18 17:00:01	317220200
2014-11-18 17:00:01	946963217
2014-11-18 17:00:01	670517912
2014-11-18 17:00:01	480089393
2014-11-18 17:00:01	912333665
2014-11-18 17:00:01	304046884
2014-11-18 17:00:01	719910696
2014-11-18 17:00:01	529791217
2014-11-18 17:00:01	6217960
2014-11-18 17:00:01	987136651
2014-11-19 08:30:02	317220200
2014-11-19 08:30:02	946963217
2014-11-19 08:30:02	464617365
2014-11-19 08:30:02	194420701
2014-11-19 17:00:01	987136651
2014-11-19 17:00:01	459764134
2014-11-19 17:00:01	464617365
2014-11-19 17:00:01	459764134
2014-11-19 17:00:01	194420701
2014-11-19 17:00:01	459764134
2014-11-19 17:00:01	6217960
2014-11-19 17:00:01	459764134
2014-11-20 08:30:02	464617365
2014-11-20 08:30:02	459764134
2014-11-20 08:30:02	194420701
2014-11-20 08:30:02	459764134
2014-11-20 17:00:01	145183992
2014-11-21 08:30:02	789223503
2014-11-21 08:30:02	279424129
2014-11-21 17:00:02	177577002
